법정동코드,시도명,시군구명,읍면동명,리명,순위,생성일자,삭제일자,과거법정동코드
4167011700,경기도,여주시,멱곡동,,17.0,2013-09-23,,4173025037.0
4167011800,경기도,여주시,연양동,,18.0,2013-09-23,,4173025038.0
4167011900,경기도,여주시,매룡동,,19.0,2013-09-23,,4173025039.0
4167012000,경기도,여주시,천송동,,20.0,2013-09-23,,4173025040.0
4167012100,경기도,여주시,오학동,,21.0,2013-09-23,,4173025041.0
4167012200,경기도,여주시,현암동,,22.0,2013-09-23,,4173025042.0
4167012300,경기도,여주시,오금동,,23.0,2013-09-23,,4173025043.0
4167025000,경기도,여주시,가남읍,,24.0,2013-09-23,,4173032000.0
4167031000,경기도,여주시,점동면,,45.0,2013-09-23,,4173031000.0
4167032000,경기도,여주시,흥천면,,61.0,2013-09-23,,4173033000.0
4167033000,경기도,여주시,금사면,,76.0,2013-09-23,,4173034000.0
4167034500,경기도,여주시,세종대왕면,,88.0,2022-01-17,,4167034000.0
4167035000,경기도,여주시,대신면,,102.0,2013-09-23,,4173036000.0
4167036000,경기도,여주시,북내면,,122.0,2013-09-23,,4173037000.0
4167037000,경기도,여주시,강천면,,138.0,2013-09-23,,4173038000.0
4167038000,경기도,여주시,산북면,,148.0,2013-09-23,,4173039000.0
4180025000,경기도,연천군,연천읍,,1.0,1988-04-23,,
4180025300,경기도,연천군,전곡읍,,2.0,1988-04-23,,
4180031000,경기도,연천군,군남면,,3.0,1988-04-23,,
4180032000,경기도,연천군,청산면,,4.0,1988-04-23,,
4180033000,경기도,연천군,백학면,,5.0,1988-04-23,,
4180034000,경기도,연천군,미산면,,6.0,1988-04-23,,
4180035000,경기도,연천군,왕징면,,7.0,1988-04-23,,
4180036000,경기도,연천군,신서면,,8.0,1988-04-23,,
4180037000,경기도,연천군,중면,,9.0,1995-04-20,,
4180038000,경기도,연천군,장남면,,10.0,1989-04-01,,
4182025000,경기도,가평군,가평읍,,1.0,1988-04-23,,
4182031000,경기도,가평군,설악면,,2.0,1988-04-23,,
4182032500,경기도,가평군,청평면,,0.0,2004-12-01,,
4182033000,경기도,가평군,상면,,4.0,1988-04-23,,
4182034500,경기도,가평군,조종면,,5.0,2015-12-16,,4182034000.0
4182035000,경기도,가평군,북면,,6.0,1988-04-23,,
4183025000,경기도,양평군,양평읍,,1.0,1988-04-23,,
4183031000,경기도,양평군,강상면,,2.0,1988-04-23,,
4183032000,경기도,양평군,강하면,,3.0,1988-04-23,,
4183033000,경기도,양평군,양서면,,4.0,1988-04-23,,
4183034000,경기도,양평군,옥천면,,5.0,1988-04-23,,
4183035000,경기도,양평군,서종면,,6.0,1988-04-23,,
4183036000,경기도,양평군,단월면,,7.0,1988-04-23,,
4183037000,경기도,양평군,청운면,,8.0,1988-04-23,,
4183038000,경기도,양평군,양동면,,9.0,1988-04-23,,
4183039500,경기도,양평군,지평면,,0.0,2006-12-01,,
4183040000,경기도,양평군,용문면,,11.0,1988-04-23,,
4183041000,경기도,양평군,개군면,,12.0,1988-04-23,,
4311110100,충청북도,청주시상당구,영동,,1.0,1998-02-01,,
4311110200,충청북도,청주시상당구,북문로1가,,2.0,1998-02-01,,
4311110300,충청북도,청주시상당구,북문로2가,,3.0,1998-02-01,,
4311110400,충청북도,청주시상당구,북문로3가,,4.0,1998-02-01,,
4311110500,충청북도,청주시상당구,남문로1가,,5.0,1998-02-01,,
4311110600,충청북도,청주시상당구,남문로2가,,6.0,1998-02-01,,
4311110700,충청북도,청주시상당구,문화동,,7.0,1998-02-01,,
4311110800,충청북도,청주시상당구,서운동,,8.0,1998-02-01,,
4311110900,충청북도,청주시상당구,서문동,,9.0,1998-02-01,,
4311111000,충청북도,청주시상당구,남주동,,10.0,1998-02-01,,
4311111100,충청북도,청주시상당구,석교동,,11.0,1998-02-01,,
4311111200,충청북도,청주시상당구,수동,,12.0,1998-02-01,,
4311111700,충청북도,청주시상당구,탑동,,17.0,1995-01-01,,
4311111800,충청북도,청주시상당구,대성동,,18.0,1995-01-01,,
4311111900,충청북도,청주시상당구,영운동,,19.0,1995-01-01,,
4311112000,충청북도,청주시상당구,금천동,,20.0,1995-01-01,,
4311112100,충청북도,청주시상당구,용담동,,21.0,1995-01-01,,
4311112200,충청북도,청주시상당구,명암동,,22.0,1995-01-01,,
4311112300,충청북도,청주시상당구,산성동,,23.0,1995-01-01,,
4311112400,충청북도,청주시상당구,용암동,,24.0,1995-01-01,,
4311112500,충청북도,청주시상당구,용정동,,25.0,1995-01-01,,
4311112600,충청북도,청주시상당구,방서동,,26.0,1995-01-01,,
4311112700,충청북도,청주시상당구,평촌동,,27.0,1995-01-01,,
4311112800,충청북도,청주시상당구,지북동,,28.0,1995-01-01,,
4311112900,충청북도,청주시상당구,운동동,,29.0,1995-01-01,,
4311113000,충청북도,청주시상당구,월오동,,30.0,1995-01-01,,
4311131000,충청북도,청주시상당구,낭성면,,3.0,2014-07-01,,
4311132000,충청북도,청주시상당구,미원면,,16.0,2014-07-01,,
4311133000,충청북도,청주시상당구,가덕면,,41.0,2014-07-01,,
4311134000,충청북도,청주시상당구,남일면,,57.0,2014-07-01,,
4311135000,충청북도,청주시상당구,문의면,,70.0,2014-07-01,,
4311210100,충청북도,청주시서원구,사직동,,93.0,2014-07-01,,
4311210200,충청북도,청주시서원구,사창동,,94.0,2014-07-01,,
4311210300,충청북도,청주시서원구,모충동,,95.0,2014-07-01,,
4311210400,충청북도,청주시서원구,산남동,,96.0,2014-07-01,,
4311210500,충청북도,청주시서원구,미평동,,97.0,2014-07-01,,
4311210600,충청북도,청주시서원구,분평동,,98.0,2014-07-01,,
4311210700,충청북도,청주시서원구,수곡동,,99.0,2014-07-01,,
4311210800,충청북도,청주시서원구,성화동,,100.0,2014-07-01,,
4311210900,충청북도,청주시서원구,개신동,,101.0,2014-07-01,,
4311211000,충청북도,청주시서원구,죽림동,,102.0,2014-07-01,,
4311211100,충청북도,청주시서원구,장성동,,103.0,2014-07-01,,
4311211200,충청북도,청주시서원구,장암동,,104.0,2014-07-01,,
4311231000,충청북도,청주시서원구,남이면,,105.0,2014-07-01,,
4311232000,충청북도,청주시서원구,현도면,,126.0,2014-07-01,,
4311310400,충청북도,청주시흥덕구,운천동,,4.0,1995-01-01,,
4311310500,충청북도,청주시흥덕구,신봉동,,5.0,1995-01-01,,
4311311300,충청북도,청주시흥덕구,가경동,,13.0,1995-01-01,,
4311311400,충청북도,청주시흥덕구,복대동,,14.0,1995-01-01,,
4311311500,충청북도,청주시흥덕구,봉명동,,15.0,1995-01-01,,
4311311600,충청북도,청주시흥덕구,송정동,,16.0,1995-01-01,,
4311311700,충청북도,청주시흥덕구,강서동,,17.0,1995-01-01,,
4311311800,충청북도,청주시흥덕구,석곡동,,18.0,1995-01-01,,
4311311900,충청북도,청주시흥덕구,휴암동,,19.0,1995-01-01,,
4311312000,충청북도,청주시흥덕구,신전동,,20.0,1995-01-01,,
4311312100,충청북도,청주시흥덕구,현암동,,21.0,1995-01-01,,
4311312200,충청북도,청주시흥덕구,동막동,,22.0,1995-01-01,,
4311312300,충청북도,청주시흥덕구,수의동,,23.0,1995-01-01,,
4311312400,충청북도,청주시흥덕구,지동동,,24.0,1995-01-01,,
4311312500,충청북도,청주시흥덕구,서촌동,,25.0,1995-01-01,,
4311312600,충청북도,청주시흥덕구,신성동,,26.0,1995-01-01,,
4311312700,충청북도,청주시흥덕구,평동,,27.0,1995-01-01,,
4311312800,충청북도,청주시흥덕구,신대동,,28.0,1995-01-01,,
4311312900,충청북도,청주시흥덕구,남촌동,,29.0,1995-01-01,,
4311313000,충청북도,청주시흥덕구,내곡동,,30.0,1995-01-01,,
4311313100,충청북도,청주시흥덕구,상신동,,31.0,1995-01-01,,
4311313200,충청북도,청주시흥덕구,원평동,,32.0,1995-01-01,,
4311313300,충청북도,청주시흥덕구,문암동,,33.0,1995-01-01,,
4311313400,충청북도,청주시흥덕구,송절동,,34.0,1995-01-01,,
4311313500,충청북도,청주시흥덕구,화계동,,35.0,1995-01-01,,
4311313600,충청북도,청주시흥덕구,외북동,,36.0,1995-01-01,,
4311313700,충청북도,청주시흥덕구,향정동,,37.0,1995-01-01,,
4311313800,충청북도,청주시흥덕구,비하동,,38.0,1995-01-01,,
4311313900,충청북도,청주시흥덕구,석소동,,39.0,1995-01-01,,
4311314000,충청북도,청주시흥덕구,정봉동,,40.0,1995-01-01,,
4311314100,충청북도,청주시흥덕구,신촌동,,41.0,1995-01-01,,
4311325000,충청북도,청주시흥덕구,오송읍,,141.0,2014-07-01,,
4311331000,충청북도,청주시흥덕구,강내면,,155.0,2014-07-01,,
4311332000,충청북도,청주시흥덕구,옥산면,,171.0,2014-07-01,,
4311410100,충청북도,청주시청원구,우암동,,187.0,2014-07-01,,
4311410200,충청북도,청주시청원구,내덕동,,188.0,2014-07-01,,
4311410300,충청북도,청주시청원구,율량동,,189.0,2014-07-01,,
4311410400,충청북도,청주시청원구,사천동,,190.0,2014-07-01,,
4311410500,충청북도,청주시청원구,주성동,,191.0,2014-07-01,,
4311410600,충청북도,청주시청원구,주중동,,192.0,2014-07-01,,
4311410700,충청북도,청주시청원구,정상동,,193.0,2014-07-01,,
4311410800,충청북도,청주시청원구,정하동,,194.0,2014-07-01,,
4311410900,충청북도,청주시청원구,정북동,,195.0,2014-07-01,,
4311411000,충청북도,청주시청원구,오동동,,196.0,2014-07-01,,
4311411100,충청북도,청주시청원구,외남동,,197.0,2014-07-01,,
4311411200,충청북도,청주시청원구,외평동,,198.0,2014-07-01,,
4311411300,충청북도,청주시청원구,외하동,,199.0,2014-07-01,,
4311425000,충청북도,청주시청원구,내수읍,,200.0,2014-07-01,,
4311425300,충청북도,청주시청원구,오창읍,,222.0,2014-07-01,,
4311431000,충청북도,청주시청원구,북이면,,257.0,2014-07-01,,
4313010100,충청북도,충주시,성내동,,1.0,1998-09-30,,
4313010200,충청북도,충주시,성남동,,2.0,1998-09-30,,
4313010300,충청북도,충주시,성서동,,3.0,1998-09-30,,
4313010400,충청북도,충주시,충인동,,4.0,1998-09-30,,
4313010500,충청북도,충주시,교현동,,5.0,1998-09-30,,
4313010600,충청북도,충주시,용산동,,6.0,1988-04-23,,
4313010700,충청북도,충주시,호암동,,7.0,1988-04-23,,
4313010800,충청북도,충주시,직동,,8.0,1988-04-23,,
4313010900,충청북도,충주시,단월동,,9.0,1998-09-30,,
4313011000,충청북도,충주시,풍동,,10.0,1998-09-30,,
4313011100,충청북도,충주시,가주동,,11.0,1998-09-30,,
4313011200,충청북도,충주시,용관동,,12.0,1998-09-30,,
4313011300,충청북도,충주시,용두동,,13.0,1998-09-30,,
4313011400,충청북도,충주시,달천동,,14.0,1998-09-30,,
4313011500,충청북도,충주시,봉방동,,15.0,1988-04-23,,
4313011600,충청북도,충주시,칠금동,,16.0,1988-04-23,,
4313011800,충청북도,충주시,연수동,,18.0,1988-04-23,,
4313011900,충청북도,충주시,목행동,,19.0,1988-04-23,,
4313012000,충청북도,충주시,용탄동,,20.0,1988-04-23,,
4313012100,충청북도,충주시,종민동,,21.0,1998-09-30,,
4313012200,충청북도,충주시,안림동,,22.0,1998-09-30,,
4313012300,충청북도,충주시,목벌동,,23.0,1998-09-30,,
4313012400,충청북도,충주시,충의동,,24.0,1998-09-30,,
4313012500,충청북도,충주시,지현동,,25.0,1988-04-23,,
4313012700,충청북도,충주시,문화동,,26.0,1992-06-04,,
4313012800,충청북도,충주시,금릉동,,0.0,2007-01-01,,
4313025000,충청북도,충주시,주덕읍,,27.0,1995-03-02,,
4313031000,충청북도,충주시,살미면,,28.0,1995-01-01,,
4313032500,충청북도,충주시,수안보면,,1.0,2005-04-01,,
4313033500,충청북도,충주시,대소원면,,,2012-01-01,,
4313035000,충청북도,충주시,신니면,,31.0,1995-01-01,,
4313036000,충청북도,충주시,노은면,,32.0,1995-01-01,,
4313037000,충청북도,충주시,앙성면,,33.0,1995-01-01,,
4313038500,충청북도,충주시,중앙탑면,,34.0,2014-02-01,,4313038000.0
4313039000,충청북도,충주시,금가면,,35.0,1995-01-01,,
4313040000,충청북도,충주시,동량면,,36.0,1995-01-01,,
4313041000,충청북도,충주시,산척면,,37.0,1995-01-01,,
4313042000,충청북도,충주시,엄정면,,38.0,1995-01-01,,
4313043000,충청북도,충주시,소태면,,39.0,1995-01-01,,
4315010100,충청북도,제천시,의림동,,1.0,1988-04-23,,
4315010200,충청북도,제천시,서부동,,2.0,1988-04-23,,
4315010300,충청북도,제천시,동현동,,3.0,1988-04-23,,
4315010400,충청북도,제천시,남천동,,4.0,1998-09-25,,
4315010500,충청북도,제천시,교동,,5.0,1988-04-23,,
4315010600,충청북도,제천시,중앙로1가,,6.0,1988-04-23,,
4315010700,충청북도,제천시,중앙로2가,,7.0,1988-04-23,,
4315010800,충청북도,제천시,명동,,8.0,1988-04-23,,
4315010900,충청북도,제천시,화산동,,9.0,1998-09-25,,
4315011000,충청북도,제천시,영천동,,10.0,1998-09-25,,
4315011100,충청북도,제천시,하소동,,11.0,1988-04-23,,
4315011200,충청북도,제천시,신월동,,12.0,1988-04-23,,
4315011300,충청북도,제천시,청전동,,13.0,1988-04-23,,
4315011400,충청북도,제천시,모산동,,14.0,1988-04-23,,
4315011500,충청북도,제천시,고암동,,15.0,1988-04-23,,
4315011600,충청북도,제천시,장락동,,16.0,1988-04-23,,
4315011700,충청북도,제천시,흑석동,,17.0,1998-09-25,,
4315011800,충청북도,제천시,두학동,,18.0,1998-09-25,,
4315011900,충청북도,제천시,고명동,,19.0,1988-04-23,,
4315012000,충청북도,제천시,신백동,,20.0,1988-04-23,,
4315012100,충청북도,제천시,강제동,,21.0,1998-09-25,,
4315012200,충청북도,제천시,명지동,,22.0,1998-09-25,,
4315012300,충청북도,제천시,산곡동,,23.0,1998-09-25,,
4315012400,충청북도,제천시,왕암동,,24.0,1988-04-23,,
4315012500,충청북도,제천시,천남동,,25.0,1998-09-25,,
4315012600,충청북도,제천시,신동,,26.0,1998-09-25,,
4315012700,충청북도,제천시,자작동,,27.0,1998-09-25,,
4315012800,충청북도,제천시,대랑동,,28.0,1989-01-01,,
4315025000,충청북도,제천시,봉양읍,,29.0,1995-03-02,,
4315031000,충청북도,제천시,금성면,,30.0,1995-01-01,,
4315032000,충청북도,제천시,청풍면,,31.0,1995-01-01,,
4315033000,충청북도,제천시,수산면,,32.0,1995-01-01,,
4315034000,충청북도,제천시,덕산면,,33.0,1995-01-01,,
4315035000,충청북도,제천시,한수면,,34.0,1995-01-01,,
4315036000,충청북도,제천시,백운면,,35.0,1995-01-01,,
4315038000,충청북도,제천시,송학면,,36.0,1995-01-01,,
4372025000,충청북도,보은군,보은읍,,1.0,1988-04-23,,
4372031500,충청북도,보은군,속리산면,,0.0,2007-10-01,,
4372032500,충청북도,보은군,장안면,,0.0,2007-10-01,,
4372033000,충청북도,보은군,마로면,,4.0,1988-04-23,,
4372034000,충청북도,보은군,탄부면,,5.0,1988-04-23,,
4372035000,충청북도,보은군,삼승면,,6.0,1988-04-23,,
4372036000,충청북도,보은군,수한면,,7.0,1988-04-23,,
4372037000,충청북도,보은군,회남면,,8.0,1988-04-23,,
4372038500,충청북도,보은군,회인면,,0.0,2007-10-01,,
4372039000,충청북도,보은군,내북면,,10.0,1988-04-23,,
4372040000,충청북도,보은군,산외면,,11.0,1988-04-23,,
4373025000,충청북도,옥천군,옥천읍,,1.0,1988-04-23,,
4373031000,충청북도,옥천군,동이면,,2.0,1988-04-23,,
4373032000,충청북도,옥천군,안남면,,3.0,1988-04-23,,
4373033000,충청북도,옥천군,안내면,,4.0,1988-04-23,,
4373034000,충청북도,옥천군,청성면,,5.0,1988-04-23,,
4373035000,충청북도,옥천군,청산면,,6.0,1988-04-23,,
4373036000,충청북도,옥천군,이원면,,7.0,1988-04-23,,
4373037000,충청북도,옥천군,군서면,,8.0,1988-04-23,,
4373038000,충청북도,옥천군,군북면,,9.0,1988-04-23,,
4374025000,충청북도,영동군,영동읍,,1.0,,,15060100.0
4374031000,충청북도,영동군,용산면,,2.0,,,15060200.0
4374032000,충청북도,영동군,황간면,,3.0,,,15060300.0
4374033500,충청북도,영동군,추풍령면,,4.0,,,4374033000.0
4374034000,충청북도,영동군,매곡면,,5.0,,,15060500.0
4374035000,충청북도,영동군,상촌면,,6.0,,,15060600.0
4374036000,충청북도,영동군,양강면,,7.0,,,15060700.0
4374037000,충청북도,영동군,용화면,,8.0,,,15060800.0
4374038000,충청북도,영동군,학산면,,9.0,,,15060900.0
4374039000,충청북도,영동군,양산면,,10.0,,,15061000.0
4374040000,충청북도,영동군,심천면,,11.0,,,15061100.0
4374525000,충청북도,증평군,증평읍,,0.0,2003-08-30,,
4374531000,충청북도,증평군,도안면,,0.0,2003-08-30,,
4375025000,충청북도,진천군,진천읍,,1.0,1988-04-23,,
4375025300,충청북도,진천군,덕산읍,,2.0,2019-07-01,,4375031000.0
4375032000,충청북도,진천군,초평면,,3.0,1988-04-23,,
4375033000,충청북도,진천군,문백면,,4.0,1988-04-23,,
4375034000,충청북도,진천군,백곡면,,5.0,1988-04-23,,
4375035000,충청북도,진천군,이월면,,6.0,1988-04-23,,
4375037000,충청북도,진천군,광혜원면,,7.0,2000-01-01,,
4376025000,충청북도,괴산군,괴산읍,,1.0,1988-04-23,,
4376031000,충청북도,괴산군,감물면,,3.0,1988-04-23,,
4376032000,충청북도,괴산군,장연면,,4.0,1988-04-23,,
4376033000,충청북도,괴산군,연풍면,,5.0,1988-04-23,,
4376034000,충청북도,괴산군,칠성면,,6.0,1988-04-23,,
4376035000,충청북도,괴산군,문광면,,7.0,1988-04-23,,
4376036000,충청북도,괴산군,청천면,,8.0,1988-04-23,,
4376037000,충청북도,괴산군,청안면,,9.0,1988-04-23,,
4376039000,충청북도,괴산군,사리면,,11.0,1988-04-23,,
4376040000,충청북도,괴산군,소수면,,12.0,1988-04-23,,
4376041000,충청북도,괴산군,불정면,,13.0,1988-04-23,,
4377025000,충청북도,음성군,음성읍,,1.0,1988-04-23,,
4377025300,충청북도,음성군,금왕읍,,2.0,1988-04-23,,
4377031000,충청북도,음성군,소이면,,3.0,1988-04-23,,
4377032000,충청북도,음성군,원남면,,4.0,1988-04-23,,
4377033000,충청북도,음성군,맹동면,,5.0,1988-04-23,,
4377034000,충청북도,음성군,대소면,,6.0,1988-04-23,,
4377035000,충청북도,음성군,삼성면,,7.0,1988-04-23,,
4377036000,충청북도,음성군,생극면,,8.0,1988-04-23,,
4377037000,충청북도,음성군,감곡면,,9.0,1988-04-23,,
4380025000,충청북도,단양군,단양읍,,1.0,1988-04-23,,
4380025300,충청북도,단양군,매포읍,,2.0,1988-04-23,,
4380031000,충청북도,단양군,대강면,,3.0,1988-04-23,,
4380032000,충청북도,단양군,가곡면,,4.0,1988-04-23,,
4380033000,충청북도,단양군,영춘면,,5.0,1988-04-23,,
4380034000,충청북도,단양군,어상천면,,6.0,1988-04-23,,
4380035000,충청북도,단양군,적성면,,7.0,1988-04-23,,
4380036000,충청북도,단양군,단성면,,8.0,1992-01-01,,
4413110100,충청남도,천안시동남구,대흥동,,0.0,2008-06-23,,
4413110200,충청남도,천안시동남구,성황동,,0.0,2008-06-23,,
4413110300,충청남도,천안시동남구,문화동,,0.0,2008-06-23,,
4413110400,충청남도,천안시동남구,사직동,,0.0,2008-06-23,,
4413110500,충청남도,천안시동남구,영성동,,0.0,2008-06-23,,
4413110600,충청남도,천안시동남구,오룡동,,0.0,2008-06-23,,
4413110700,충청남도,천안시동남구,원성동,,0.0,2008-06-23,,
4413110800,충청남도,천안시동남구,구성동,,0.0,2008-06-23,,
4413110900,충청남도,천안시동남구,청수동,,0.0,2008-06-23,,
4413111000,충청남도,천안시동남구,삼룡동,,0.0,2008-06-23,,
4413111100,충청남도,천안시동남구,청당동,,0.0,2008-06-23,,
4413111200,충청남도,천안시동남구,유량동,,0.0,2008-06-23,,
4413111300,충청남도,천안시동남구,봉명동,,0.0,2008-06-23,,
4413111400,충청남도,천안시동남구,다가동,,0.0,2008-06-23,,
4413111500,충청남도,천안시동남구,용곡동,,0.0,2008-06-23,,
4413111600,충청남도,천안시동남구,신방동,,0.0,2008-06-23,,
4413111700,충청남도,천안시동남구,쌍용동,,0.0,2008-06-23,,
4413111800,충청남도,천안시동남구,신부동,,0.0,2008-06-23,,
4413111900,충청남도,천안시동남구,안서동,,0.0,2008-06-23,,
4413112000,충청남도,천안시동남구,구룡동,,0.0,2008-06-23,,
4413125000,충청남도,천안시동남구,목천읍,,0.0,2008-06-23,,
4413131000,충청남도,천안시동남구,풍세면,,0.0,2008-06-23,,
4413132000,충청남도,천안시동남구,광덕면,,0.0,2008-06-23,,
4413133000,충청남도,천안시동남구,북면,,0.0,2008-06-23,,
4413134000,충청남도,천안시동남구,성남면,,0.0,2008-06-23,,
4413135000,충청남도,천안시동남구,수신면,,0.0,2008-06-23,,
4413136000,충청남도,천안시동남구,병천면,,0.0,2008-06-23,,
4413137000,충청남도,천안시동남구,동면,,0.0,2008-06-23,,
4413310100,충청남도,천안시서북구,와촌동,,0.0,2008-06-23,,
4413310200,충청남도,천안시서북구,성정동,,0.0,2008-06-23,,
4413310300,충청남도,천안시서북구,백석동,,0.0,2008-06-23,,
4413310400,충청남도,천안시서북구,두정동,,0.0,2008-06-23,,
4413310500,충청남도,천안시서북구,성성동,,0.0,2008-06-23,,
4413310600,충청남도,천안시서북구,차암동,,0.0,2008-06-23,,
4413310700,충청남도,천안시서북구,쌍용동,,0.0,2008-06-23,,
4413310800,충청남도,천안시서북구,불당동,,0.0,2008-06-23,,
4413310900,충청남도,천안시서북구,업성동,,0.0,2008-06-23,,
4413311000,충청남도,천안시서북구,신당동,,0.0,2008-06-23,,
4413311100,충청남도,천안시서북구,부대동,,0.0,2008-06-23,,
4413325000,충청남도,천안시서북구,성환읍,,0.0,2008-06-23,,
4413325300,충청남도,천안시서북구,성거읍,,0.0,2008-06-23,,
4413325600,충청남도,천안시서북구,직산읍,,0.0,2008-06-23,,
4413331000,충청남도,천안시서북구,입장면,,0.0,2008-06-23,,
4415010100,충청남도,공주시,반죽동,,1.0,1998-12-02,,
4415010200,충청남도,공주시,봉황동,,2.0,1998-12-02,,
4415010300,충청남도,공주시,중학동,,3.0,1988-04-23,,
4415010400,충청남도,공주시,중동,,4.0,1988-04-23,,
4415010500,충청남도,공주시,산성동,,5.0,1988-04-23,,
4415010600,충청남도,공주시,교동,,6.0,1988-04-23,,
4415010700,충청남도,공주시,웅진동,,7.0,1988-04-23,,
4415010800,충청남도,공주시,금성동,,8.0,1988-04-23,,
4415010900,충청남도,공주시,옥룡동,,9.0,1988-04-23,,
4415011000,충청남도,공주시,금학동,,10.0,1988-04-23,,
4415011100,충청남도,공주시,봉정동,,11.0,1988-04-23,,
4415011200,충청남도,공주시,주미동,,12.0,1988-04-23,,
4415011300,충청남도,공주시,태봉동,,13.0,1988-04-23,,
4415011400,충청남도,공주시,오곡동,,14.0,1988-04-23,,
4415011500,충청남도,공주시,신기동,,15.0,1988-04-23,,
4415011600,충청남도,공주시,소학동,,16.0,1988-04-23,,
4415011700,충청남도,공주시,상왕동,,17.0,1988-04-23,,
4415011800,충청남도,공주시,무릉동,,18.0,1998-12-02,,
4415011900,충청남도,공주시,월송동,,19.0,1998-12-02,,
4415012000,충청남도,공주시,신관동,,20.0,1988-04-23,,
4415012100,충청남도,공주시,금흥동,,21.0,1998-12-02,,
4415012200,충청남도,공주시,쌍신동,,22.0,1988-04-23,,
4415012300,충청남도,공주시,월미동,,23.0,1988-04-23,,
4415012400,충청남도,공주시,검상동,,24.0,1988-04-23,,
4415012500,충청남도,공주시,석장리동,,,2012-07-01,,
4415012600,충청남도,공주시,송선동,,,2012-07-01,,
4415012700,충청남도,공주시,동현동,,,2012-07-01,,
4415025000,충청남도,공주시,유구읍,,25.0,1995-03-02,,
4415031000,충청남도,공주시,이인면,,26.0,1995-01-01,,
4415032000,충청남도,공주시,탄천면,,27.0,1995-01-01,,
4415033000,충청남도,공주시,계룡면,,28.0,1995-01-01,,
4415034000,충청남도,공주시,반포면,,29.0,1995-01-01,,
4415036000,충청남도,공주시,의당면,,31.0,1995-01-01,,
4415037000,충청남도,공주시,정안면,,32.0,1995-01-01,,
4415038000,충청남도,공주시,우성면,,33.0,1995-01-01,,
4415039000,충청남도,공주시,사곡면,,34.0,1995-01-01,,
4415040000,충청남도,공주시,신풍면,,35.0,1995-01-01,,
4418010100,충청남도,보령시,대천동,,1.0,1995-01-01,,
4418010200,충청남도,보령시,죽정동,,2.0,1995-01-01,,
4418010300,충청남도,보령시,화산동,,3.0,1995-01-01,,
4418010400,충청남도,보령시,동대동,,4.0,1995-01-01,,
4418010500,충청남도,보령시,명천동,,5.0,1995-01-01,,
4418010600,충청남도,보령시,궁촌동,,6.0,1995-01-01,,
4418010700,충청남도,보령시,내항동,,7.0,1998-11-09,,
4418010800,충청남도,보령시,남곡동,,8.0,1998-11-09,,
4418010900,충청남도,보령시,요암동,,9.0,1998-11-09,,
4418011000,충청남도,보령시,신흑동,,10.0,1995-01-01,,
4418025000,충청남도,보령시,웅천읍,,11.0,1995-03-02,,
4418031000,충청남도,보령시,주포면,,12.0,1995-01-01,,
4418032000,충청남도,보령시,오천면,,13.0,1995-01-01,,
4418033000,충청남도,보령시,천북면,,14.0,1995-01-01,,
4418034000,충청남도,보령시,청소면,,15.0,1995-01-01,,
4418035000,충청남도,보령시,청라면,,16.0,1995-01-01,,
4418036000,충청남도,보령시,남포면,,17.0,1995-01-01,,
4418038000,충청남도,보령시,주산면,,18.0,1995-01-01,,
4418039000,충청남도,보령시,미산면,,19.0,1995-01-01,,
4418040000,충청남도,보령시,성주면,,20.0,1995-01-01,,
4418041000,충청남도,보령시,주교면,,21.0,1995-01-01,,
4420010100,충청남도,아산시,온천동,,1.0,1995-01-01,,
4420010200,충청남도,아산시,실옥동,,2.0,1995-01-01,,
4420010300,충청남도,아산시,방축동,,3.0,1995-01-01,,
4420010400,충청남도,아산시,기산동,,4.0,1995-01-01,,
4420010500,충청남도,아산시,초사동,,5.0,1995-01-01,,
4420010600,충청남도,아산시,신인동,,6.0,1995-01-01,,
4420010700,충청남도,아산시,법곡동,,7.0,1995-01-01,,
4420010800,충청남도,아산시,장존동,,8.0,1995-01-01,,
4420010900,충청남도,아산시,좌부동,,9.0,1995-01-01,,
4420011000,충청남도,아산시,읍내동,,10.0,1995-01-01,,
4420011100,충청남도,아산시,풍기동,,11.0,1995-01-01,,
4420011200,충청남도,아산시,용화동,,12.0,1995-01-01,,
4420011300,충청남도,아산시,모종동,,13.0,1995-01-01,,
4420011400,충청남도,아산시,권곡동,,14.0,1995-01-01,,
4420011500,충청남도,아산시,배미동,,15.0,1995-01-01,,
4420011600,충청남도,아산시,득산동,,16.0,1995-01-01,,
4420011700,충청남도,아산시,점양동,,17.0,1995-01-01,,
4420011800,충청남도,아산시,신동,,18.0,1995-01-01,,
4420011900,충청남도,아산시,남동,,19.0,1995-01-01,,
4420025000,충청남도,아산시,염치읍,,20.0,1995-01-01,,
4420025300,충청남도,아산시,배방읍,,0.0,2009-05-01,,
4420031000,충청남도,아산시,송악면,,21.0,1995-01-01,,
4420033000,충청남도,아산시,탕정면,,23.0,1995-01-01,,
4420035000,충청남도,아산시,음봉면,,24.0,1995-01-01,,
4420036000,충청남도,아산시,둔포면,,25.0,1995-01-01,,
4420037000,충청남도,아산시,영인면,,26.0,1995-01-01,,
4420038000,충청남도,아산시,인주면,,27.0,1995-01-01,,
4420039000,충청남도,아산시,선장면,,28.0,1995-01-01,,
4420040000,충청남도,아산시,도고면,,29.0,1995-01-01,,
4420041000,충청남도,아산시,신창면,,30.0,1995-01-01,,
4421010100,충청남도,서산시,읍내동,,1.0,1989-01-01,,
